ID,ChoiceSet,Choice,Safety_BW,Reliability_BW,Comfort_BW,Ease_of_Use_BW,Convenience_BW,Efficiency_BW,Information_BW,Staff_helpfulness_BW,Affordability_BW,Accessibility_BW
1001,6,0,0,0,1,0,-1,0,0,0,0,0
1001,6,0,0,0,-1,0,0,0,0,0,0,1
1001,6,0,1,0,-1,0,0,0,0,0,0,0
1001,6,0,0,0,-1,0,1,0,0,0,0,0
1001,7,0,0,0,0,0,1,0,0,0,-1,0
1001,7,0,0,0,0,0,-1,0,0,0,1,0
1001,7,0,0,0,0,0,0,0,0,1,-1,0
1001,7,0,0,0,0,0,0,0,0,-1,1,0
1001,7,0,0,0,0,0,-1,0,0,1,0,0
1001,7,1,0,0,0,0,1,0,0,-1,0,0
1001,7,0,0,0,0,0,0,0,1,0,-1,0
1001,7,0,0,0,0,0,-1,0,1,0,0,0
1001,7,0,0,0,0,0,0,0,1,-1,0,0
1001,7,0,0,0,0,0,0,0,-1,0,1,0
1001,7,0,0,0,0,0,1,0,-1,0,0,0
1001,7,0,0,0,0,0,0,0,-1,1,0,0
1001,8,1,1,0,0,0,0,0,0,-1,0,0
1001,8,0,-1,0,0,0,0,0,0,1,0,0
1001,8,0,0,0,0,1,0,0,0,-1,0,0
1001,8,0,0,0,0,-1,0,0,0,1,0,0
1001,8,0,-1,0,0,1,0,0,0,0,0,0
1001,8,0,1,0,0,-1,0,0,0,0,0,0
1001,8,0,0,1,0,0,0,0,0,-1,0,0
1001,8,0,-1,1,0,0,0,0,0,0,0,0
1001,8,0,0,1,0,-1,0,0,0,0,0,0
1001,8,0,0,-1,0,0,0,0,0,1,0,0
1001,8,0,1,-1,0,0,0,0,0,0,0,0
1001,8,0,0,-1,0,1,0,0,0,0,0,0
1001,9,0,0,0,1,0,0,0,0,0,-1,0
1001,9,1,0,0,-1,0,0,0,0,0,1,0
1001,9,0,0,0,0,0,0,1,0,0,-1,0
1001,9,0,0,0,0,0,0,-1,0,0,1,0
1001,9,0,0,0,-1,0,0,1,0,0,0,0
1001,9,0,0,0,1,0,0,-1,0,0,0,0
1001,9,0,0,0,0,1,0,0,0,0,-1,0
1001,9,0,0,0,-1,1,0,0,0,0,0,0
1001,9,0,0,0,0,1,0,-1,0,0,0,0
1001,9,0,0,0,0,-1,0,0,0,0,1,0
1001,9,0,0,0,1,-1,0,0,0,0,0,0
1001,9,0,0,0,0,-1,0,1,0,0,0,0
1001,10,0,0,1,0,0,0,0,0,0,0,-1
1001,10,0,0,-1,0,0,0,0,0,0,0,1
1001,10,0,0,0,0,0,0,0,1,0,0,-1
1001,10,0,0,0,0,0,0,0,-1,0,0,1
1001,10,0,0,-1,0,0,0,0,1,0,0,0
1001,10,0,0,1,0,0,0,0,-1,0,0,0
1001,10,1,0,0,0,0,0,1,0,0,0,-1
1001,10,0,0,-1,0,0,0,1,0,0,0,0
1001,10,0,0,0,0,0,0,1,-1,0,0,0
1001,10,0,0,0,0,0,0,-1,0,0,0,1
1001,10,0,0,1,0,0,0,-1,0,0,0,0
1001,10,0,0,0,0,0,0,-1,1,0,0,0
1001,11,0,-1,0,1,0,0,0,0,0,0,0
1001,11,0,1,0,-1,0,0,0,0,0,0,0
1001,11,0,-1,0,0,0,0,0,0,0,0,1
1001,11,1,1,0,0,0,0,0,0,0,0,-1
1001,11,0,0,0,-1,0,0,0,0,0,0,1
1001,11,0,0,0,1,0,0,0,0,0,0,-1
1001,11,0,-1,0,0,0,1,0,0,0,0,0
1001,11,0,0,0,-1,0,1,0,0,0,0,0
1001,11,0,0,0,0,0,1,0,0,0,0,-1
1001,11,0,1,0,0,0,-1,0,0,0,0,0
1001,11,0,0,0,1,0,-1,0,0,0,0,0
1001,11,0,0,0,0,0,-1,0,0,0,0,1
1001,12,0,0,0,0,0,-1,0,1,0,0,0
1001,12,0,0,0,0,0,1,0,-1,0,0,0
1001,12,0,0,0,0,0,-1,0,0,0,1,0
1001,12,0,0,0,0,0,1,0,0,0,-1,0
1001,12,0,0,0,0,0,0,0,-1,0,1,0
1001,12,0,0,0,0,0,0,0,1,0,-1,0
1001,12,0,0,0,0,0,-1,0,0,1,0,0
1001,12,0,0,0,0,0,0,0,-1,1,0,0
1001,12,0,0,0,0,0,0,0,0,1,-1,0
1001,12,1,0,0,0,0,1,0,0,-1,0,0
1001,12,0,0,0,0,0,0,0,1,-1,0,0
1001,12,0,0,0,0,0,0,0,0,-1,1,0
1001,13,0,-1,1,0,0,0,0,0,0,0,0
1001,13,0,1,-1,0,0,0,0,0,0,0,0
1001,13,0,-1,0,0,0,0,0,0,1,0,0
1001,13,1,1,0,0,0,0,0,0,-1,0,0
1001,13,0,0,-1,0,0,0,0,0,1,0,0
1001,13,0,0,1,0,0,0,0,0,-1,0,0
1001,13,0,-1,0,0,1,0,0,0,0,0,0
1001,13,0,0,-1,0,1,0,0,0,0,0,0
1001,13,0,0,0,0,1,0,0,0,-1,0,0
1001,13,0,1,0,0,-1,0,0,0,0,0,0
1001,13,0,0,1,0,-1,0,0,0,0,0,0
1001,13,0,0,0,0,-1,0,0,0,1,0,0
1001,14,0,0,0,-1,1,0,0,0,0,0,0
1001,14,0,0,0,1,-1,0,0,0,0,0,0
1001,14,0,0,0,-1,0,0,0,0,0,1,0
1001,14,0,0,0,1,0,0,0,0,0,-1,0
1001,14,1,0,0,0,-1,0,0,0,0,1,0
1001,14,0,0,0,0,1,0,0,0,0,-1,0
1001,14,0,0,0,-1,0,0,1,0,0,0,0
1001,14,0,0,0,0,-1,0,1,0,0,0,0
1001,14,0,0,0,0,0,0,1,0,0,-1,0
1001,14,0,0,0,1,0,0,-1,0,0,0,0
1001,14,0,0,0,0,1,0,-1,0,0,0,0
1001,14,0,0,0,0,0,0,-1,0,0,1,0
1001,15,0,0,-1,0,0,0,1,0,0,0,0
1001,15,0,0,1,0,0,0,-1,0,0,0,0
1001,15,0,0,-1,0,0,0,0,0,0,0,1
1001,15,0,0,1,0,0,0,0,0,0,0,-1
1001,15,0,0,0,0,0,0,-1,0,0,0,1
1001,15,1,0,0,0,0,0,1,0,0,0,-1
1001,15,0,0,-1,0,0,0,0,1,0,0,0
1001,15,0,0,0,0,0,0,-1,1,0,0,0
1001,15,0,0,0,0,0,0,0,1,0,0,-1
1001,15,0,0,1,0,0,0,0,-1,0,0,0
1001,15,0,0,0,0,0,0,1,-1,0,0,0
1001,15,0,0,0,0,0,0,0,-1,0,0,1
1001,16,0,0,0,-1,0,1,0,0,0,0,0
1001,16,0,0,0,1,0,-1,0,0,0,0,0
1001,16,0,1,0,-1,0,0,0,0,0,0,0
1001,16,0,-1,0,1,0,0,0,0,0,0,0
1001,16,0,1,0,0,0,-1,0,0,0,0,0
1001,16,0,-1,0,0,0,1,0,0,0,0,0
1001,16,0,0,0,-1,0,0,0,0,0,0,1
1001,16,0,0,0,0,0,-1,0,0,0,0,1
1001,16,0,-1,0,0,0,0,0,0,0,0,1
1001,16,0,0,0,1,0,0,0,0,0,0,-1
1001,16,0,0,0,0,0,1,0,0,0,0,-1
1001,16,1,1,0,0,0,0,0,0,0,0,-1
1001,17,0,0,0,0,0,0,0,-1,1,0,0
1001,17,0,0,0,0,0,0,0,1,-1,0,0
1001,17,1,0,0,0,0,1,0,-1,0,0,0
1001,17,0,0,0,0,0,-1,0,1,0,0,0
1001,17,0,0,0,0,0,1,0,0,-1,0,0
1001,17,0,0,0,0,0,-1,0,0,1,0,0
1001,17,0,0,0,0,0,0,0,-1,0,1,0
1001,17,0,0,0,0,0,0,0,0,-1,1,0
1001,17,0,0,0,0,0,-1,0,0,0,1,0
1001,17,0,0,0,0,0,0,0,1,0,-1,0
1001,17,0,0,0,0,0,0,0,0,1,-1,0
1001,17,0,0,0,0,0,1,0,0,0,-1,0
1001,18,0,0,-1,0,1,0,0,0,0,0,0
1001,18,0,0,1,0,-1,0,0,0,0,0,0
1001,18,0,1,-1,0,0,0,0,0,0,0,0
1001,18,0,-1,1,0,0,0,0,0,0,0,0
1001,18,0,1,0,0,-1,0,0,0,0,0,0
1001,18,0,-1,0,0,1,0,0,0,0,0,0
1001,18,0,0,-1,0,0,0,0,0,1,0,0
1001,18,0,0,0,0,-1,0,0,0,1,0,0
1001,18,0,-1,0,0,0,0,0,0,1,0,0
1001,18,0,0,1,0,0,0,0,0,-1,0,0
1001,18,0,0,0,0,1,0,0,0,-1,0,0
1001,18,1,1,0,0,0,0,0,0,-1,0,0
1001,19,0,0,0,0,-1,0,1,0,0,0,0
1001,19,0,0,0,0,1,0,-1,0,0,0,0
1001,19,0,0,0,1,-1,0,0,0,0,0,0
1001,19,0,0,0,-1,1,0,0,0,0,0,0
1001,19,0,0,0,1,0,0,-1,0,0,0,0
1001,19,0,0,0,-1,0,0,1,0,0,0,0
1001,19,1,0,0,0,-1,0,0,0,0,1,0
1001,19,0,0,0,0,0,0,-1,0,0,1,0
1001,19,0,0,0,-1,0,0,0,0,0,1,0
1001,19,0,0,0,0,1,0,0,0,0,-1,0
1001,19,0,0,0,0,0,0,1,0,0,-1,0
1001,19,0,0,0,1,0,0,0,0,0,-1,0
1001,20,0,0,0,0,0,0,-1,1,0,0,0
1001,20,0,0,0,0,0,0,1,-1,0,0,0
1001,20,0,0,1,0,0,0,-1,0,0,0,0
1001,20,0,0,-1,0,0,0,1,0,0,0,0
1001,20,0,0,1,0,0,0,0,-1,0,0,0
1001,20,0,0,-1,0,0,0,0,1,0,0,0
1001,20,0,0,0,0,0,0,-1,0,0,0,1
1001,20,0,0,0,0,0,0,0,-1,0,0,1
1001,20,0,0,-1,0,0,0,0,0,0,0,1
1001,20,0,0,0,0,0,0,1,0,0,0,-1
1001,20,0,0,0,0,0,0,0,1,0,0,-1
1001,20,1,0,1,0,0,0,0,0,0,0,-1
1002,1,0,0,0,0,0,-1,0,0,0,0,1
1002,1,0,0,0,0,0,1,0,0,0,0,-1
1002,1,0,0,0,1,0,-1,0,0,0,0,0
1002,1,0,0,0,-1,0,1,0,0,0,0,0
1002,1,0,0,0,1,0,0,0,0,0,0,-1
1002,1,0,0,0,-1,0,0,0,0,0,0,1
1002,1,0,1,0,0,0,-1,0,0,0,0,0
1002,1,0,1,0,0,0,0,0,0,0,0,-1
1002,1,1,1,0,-1,0,0,0,0,0,0,0
1002,1,0,-1,0,0,0,1,0,0,0,0,0
1002,1,0,-1,0,0,0,0,0,0,0,0,1
1002,1,0,-1,0,1,0,0,0,0,0,0,0
1002,2,0,0,0,0,0,0,0,0,-1,1,0
1002,2,0,0,0,0,0,0,0,0,1,-1,0
1002,2,0,0,0,0,0,0,0,1,-1,0,0
1002,2,0,0,0,0,0,0,0,-1,1,0,0
1002,2,0,0,0,0,0,0,0,1,0,-1,0
1002,2,1,0,0,0,0,0,0,-1,0,1,0
1002,2,0,0,0,0,0,1,0,0,-1,0,0
1002,2,0,0,0,0,0,1,0,0,0,-1,0
1002,2,0,0,0,0,0,1,0,-1,0,0,0
1002,2,0,0,0,0,0,-1,0,0,1,0,0
1002,2,0,0,0,0,0,-1,0,0,0,1,0
1002,2,0,0,0,0,0,-1,0,1,0,0,0
1002,3,0,0,0,0,-1,0,0,0,1,0,0
1002,3,0,0,0,0,1,0,0,0,-1,0,0
1002,3,0,0,1,0,-1,0,0,0,0,0,0
1002,3,0,0,-1,0,1,0,0,0,0,0,0
1002,3,0,0,1,0,0,0,0,0,-1,0,0
1002,3,0,0,-1,0,0,0,0,0,1,0,0
1002,3,0,1,0,0,-1,0,0,0,0,0,0
1002,3,0,1,0,0,0,0,0,0,-1,0,0
1002,3,1,1,-1,0,0,0,0,0,0,0,0
1002,3,0,-1,0,0,1,0,0,0,0,0,0
1002,3,0,-1,0,0,0,0,0,0,1,0,0
1002,3,0,-1,1,0,0,0,0,0,0,0,0
1002,4,0,0,0,0,0,0,-1,0,0,1,0
1002,4,0,0,0,0,0,0,1,0,0,-1,0
1002,4,0,0,0,0,1,0,-1,0,0,0,0
1002,4,0,0,0,0,-1,0,1,0,0,0,0
1002,4,0,0,0,0,1,0,0,0,0,-1,0
1002,4,1,0,0,0,-1,0,0,0,0,1,0
1002,4,0,0,0,1,0,0,-1,0,0,0,0
1002,4,0,0,0,1,0,0,0,0,0,-1,0
1002,4,0,0,0,1,-1,0,0,0,0,0,0
1002,4,0,0,0,-1,0,0,1,0,0,0,0
1002,4,0,0,0,-1,0,0,0,0,0,1,0
1002,4,0,0,0,-1,1,0,0,0,0,0,0
1002,5,0,0,0,0,0,0,0,-1,0,0,1
1002,5,0,0,0,0,0,0,0,1,0,0,-1
1002,5,1,0,0,0,0,0,1,-1,0,0,0
1002,5,0,0,0,0,0,0,-1,1,0,0,0
1002,5,0,0,0,0,0,0,1,0,0,0,-1
1002,5,0,0,0,0,0,0,-1,0,0,0,1
1002,5,0,0,1,0,0,0,0,-1,0,0,0
1002,5,0,0,1,0,0,0,0,0,0,0,-1
1002,5,0,0,1,0,0,0,-1,0,0,0,0
1002,5,0,0,-1,0,0,0,0,1,0,0,0
1002,5,0,0,-1,0,0,0,0,0,0,0,1
1002,5,0,0,-1,0,0,0,1,0,0,0,0
1002,6,0,1,0,0,0,0,0,0,0,0,-1
1002,6,0,-1,0,0,0,0,0,0,0,0,1
1002,6,1,0,0,0,0,1,0,0,0,0,-1
1002,6,0,0,0,0,0,-1,0,0,0,0,1
1002,6,0,-1,0,0,0,1,0,0,0,0,0
1002,6,0,1,0,0,0,-1,0,0,0,0,0
1002,6,0,0,0,1,0,0,0,0,0,0,-1
1002,6,0,-1,0,1,0,0,0,0,0,0,0
1002,6,0,0,0,1,0,-1,0,0,0,0,0
1002,6,0,0,0,-1,0,0,0,0,0,0,1
1002,6,0,1,0,-1,0,0,0,0,0,0,0
1002,6,0,0,0,-1,0,1,0,0,0,0,0
1002,7,0,0,0,0,0,1,0,0,0,-1,0
1002,7,0,0,0,0,0,-1,0,0,0,1,0
1002,7,0,0,0,0,0,0,0,0,1,-1,0
1002,7,0,0,0,0,0,0,0,0,-1,1,0
1002,7,0,0,0,0,0,-1,0,0,1,0,0
1002,7,0,0,0,0,0,1,0,0,-1,0,0
1002,7,0,0,0,0,0,0,0,1,0,-1,0
1002,7,1,0,0,0,0,-1,0,1,0,0,0
1002,7,0,0,0,0,0,0,0,1,-1,0,0
1002,7,0,0,0,0,0,0,0,-1,0,1,0
1002,7,0,0,0,0,0,1,0,-1,0,0,0
1002,7,0,0,0,0,0,0,0,-1,1,0,0
1002,8,0,1,0,0,0,0,0,0,-1,0,0
1002,8,0,-1,0,0,0,0,0,0,1,0,0
1002,8,0,0,0,0,1,0,0,0,-1,0,0
1002,8,0,0,0,0,-1,0,0,0,1,0,0
1002,8,0,-1,0,0,1,0,0,0,0,0,0
1002,8,0,1,0,0,-1,0,0,0,0,0,0
1002,8,0,0,1,0,0,0,0,0,-1,0,0
1002,8,0,-1,1,0,0,0,0,0,0,0,0
1002,8,0,0,1,0,-1,0,0,0,0,0,0
1002,8,0,0,-1,0,0,0,0,0,1,0,0
1002,8,0,1,-1,0,0,0,0,0,0,0,0
1002,8,1,0,-1,0,1,0,0,0,0,0,0
1002,9,0,0,0,1,0,0,0,0,0,-1,0
1002,9,1,0,0,-1,0,0,0,0,0,1,0
1002,9,0,0,0,0,0,0,1,0,0,-1,0
1002,9,0,0,0,0,0,0,-1,0,0,1,0
1002,9,0,0,0,-1,0,0,1,0,0,0,0
1002,9,0,0,0,1,0,0,-1,0,0,0,0
1002,9,0,0,0,0,1,0,0,0,0,-1,0
1002,9,0,0,0,-1,1,0,0,0,0,0,0
1002,9,0,0,0,0,1,0,-1,0,0,0,0
1002,9,0,0,0,0,-1,0,0,0,0,1,0
1002,9,0,0,0,1,-1,0,0,0,0,0,0
1002,9,0,0,0,0,-1,0,1,0,0,0,0
1002,10,0,0,1,0,0,0,0,0,0,0,-1
1002,10,0,0,-1,0,0,0,0,0,0,0,1
1002,10,0,0,0,0,0,0,0,1,0,0,-1
1002,10,0,0,0,0,0,0,0,-1,0,0,1
1002,10,0,0,-1,0,0,0,0,1,0,0,0
1002,10,0,0,1,0,0,0,0,-1,0,0,0
1002,10,0,0,0,0,0,0,1,0,0,0,-1
1002,10,1,0,-1,0,0,0,1,0,0,0,0
1002,10,0,0,0,0,0,0,1,-1,0,0,0
1002,10,0,0,0,0,0,0,-1,0,0,0,1
1002,10,0,0,1,0,0,0,-1,0,0,0,0
1002,10,0,0,0,0,0,0,-1,1,0,0,0
1002,11,0,-1,0,1,0,0,0,0,0,0,0
1002,11,0,1,0,-1,0,0,0,0,0,0,0
1002,11,0,-1,0,0,0,0,0,0,0,0,1
1002,11,0,1,0,0,0,0,0,0,0,0,-1
1002,11,0,0,0,-1,0,0,0,0,0,0,1
1002,11,0,0,0,1,0,0,0,0,0,0,-1
1002,11,0,-1,0,0,0,1,0,0,0,0,0
1002,11,1,0,0,-1,0,1,0,0,0,0,0
1002,11,0,0,0,0,0,1,0,0,0,0,-1
1002,11,0,1,0,0,0,-1,0,0,0,0,0
1002,11,0,0,0,1,0,-1,0,0,0,0,0
1002,11,0,0,0,0,0,-1,0,0,0,0,1
1002,12,0,0,0,0,0,-1,0,1,0,0,0
1002,12,0,0,0,0,0,1,0,-1,0,0,0
1002,12,1,0,0,0,0,-1,0,0,0,1,0
1002,12,0,0,0,0,0,1,0,0,0,-1,0
1002,12,0,0,0,0,0,0,0,-1,0,1,0
1002,12,0,0,0,0,0,0,0,1,0,-1,0
1002,12,0,0,0,0,0,-1,0,0,1,0,0
1002,12,0,0,0,0,0,0,0,-1,1,0,0
1002,12,0,0,0,0,0,0,0,0,1,-1,0
1002,12,0,0,0,0,0,1,0,0,-1,0,0
1002,12,0,0,0,0,0,0,0,1,-1,0,0
1002,12,0,0,0,0,0,0,0,0,-1,1,0
1002,13,0,-1,1,0,0,0,0,0,0,0,0
1002,13,0,1,-1,0,0,0,0,0,0,0,0
1002,13,0,-1,0,0,0,0,0,0,1,0,0
1002,13,0,1,0,0,0,0,0,0,-1,0,0
1002,13,0,0,-1,0,0,0,0,0,1,0,0
1002,13,0,0,1,0,0,0,0,0,-1,0,0
1002,13,1,-1,0,0,1,0,0,0,0,0,0
1002,13,0,0,-1,0,1,0,0,0,0,0,0
1002,13,0,0,0,0,1,0,0,0,-1,0,0
1002,13,0,1,0,0,-1,0,0,0,0,0,0
1002,13,0,0,1,0,-1,0,0,0,0,0,0
1002,13,0,0,0,0,-1,0,0,0,1,0,0
1002,14,0,0,0,-1,1,0,0,0,0,0,0
1002,14,0,0,0,1,-1,0,0,0,0,0,0
1002,14,1,0,0,-1,0,0,0,0,0,1,0
1002,14,0,0,0,1,0,0,0,0,0,-1,0
1002,14,0,0,0,0,-1,0,0,0,0,1,0
1002,14,0,0,0,0,1,0,0,0,0,-1,0
1002,14,0,0,0,-1,0,0,1,0,0,0,0
1002,14,0,0,0,0,-1,0,1,0,0,0,0
1002,14,0,0,0,0,0,0,1,0,0,-1,0
1002,14,0,0,0,1,0,0,-1,0,0,0,0
1002,14,0,0,0,0,1,0,-1,0,0,0,0
1002,14,0,0,0,0,0,0,-1,0,0,1,0
1002,15,1,0,-1,0,0,0,1,0,0,0,0
1002,15,0,0,1,0,0,0,-1,0,0,0,0
1002,15,0,0,-1,0,0,0,0,0,0,0,1
1002,15,0,0,1,0,0,0,0,0,0,0,-1
1002,15,0,0,0,0,0,0,-1,0,0,0,1
1002,15,0,0,0,0,0,0,1,0,0,0,-1
1002,15,0,0,-1,0,0,0,0,1,0,0,0
1002,15,0,0,0,0,0,0,-1,1,0,0,0
1002,15,0,0,0,0,0,0,0,1,0,0,-1
1002,15,0,0,1,0,0,0,0,-1,0,0,0
1002,15,0,0,0,0,0,0,1,-1,0,0,0
1002,15,0,0,0,0,0,0,0,-1,0,0,1
1002,16,0,0,0,-1,0,1,0,0,0,0,0
1002,16,0,0,0,1,0,-1,0,0,0,0,0
1002,16,0,1,0,-1,0,0,0,0,0,0,0
1002,16,0,-1,0,1,0,0,0,0,0,0,0
1002,16,0,1,0,0,0,-1,0,0,0,0,0
1002,16,0,-1,0,0,0,1,0,0,0,0,0
1002,16,1,0,0,-1,0,0,0,0,0,0,1
1002,16,0,0,0,0,0,-1,0,0,0,0,1
1002,16,0,-1,0,0,0,0,0,0,0,0,1
1002,16,0,0,0,1,0,0,0,0,0,0,-1
1002,16,0,0,0,0,0,1,0,0,0,0,-1
1002,16,0,1,0,0,0,0,0,0,0,0,-1
1002,17,0,0,0,0,0,0,0,-1,1,0,0
1002,17,0,0,0,0,0,0,0,1,-1,0,0
1002,17,1,0,0,0,0,1,0,-1,0,0,0
1002,17,0,0,0,0,0,-1,0,1,0,0,0
1002,17,0,0,0,0,0,1,0,0,-1,0,0
1002,17,0,0,0,0,0,-1,0,0,1,0,0
1002,17,0,0,0,0,0,0,0,-1,0,1,0
1002,17,0,0,0,0,0,0,0,0,-1,1,0
1002,17,0,0,0,0,0,-1,0,0,0,1,0
1002,17,0,0,0,0,0,0,0,1,0,-1,0
1002,17,0,0,0,0,0,0,0,0,1,-1,0
1002,17,0,0,0,0,0,1,0,0,0,-1,0
1002,18,0,0,-1,0,1,0,0,0,0,0,0
1002,18,0,0,1,0,-1,0,0,0,0,0,0
1002,18,0,1,-1,0,0,0,0,0,0,0,0
1002,18,0,-1,1,0,0,0,0,0,0,0,0
1002,18,0,1,0,0,-1,0,0,0,0,0,0
1002,18,0,-1,0,0,1,0,0,0,0,0,0
1002,18,0,0,-1,0,0,0,0,0,1,0,0
1002,18,0,0,0,0,-1,0,0,0,1,0,0
1002,18,0,-1,0,0,0,0,0,0,1,0,0
1002,18,0,0,1,0,0,0,0,0,-1,0,0
1002,18,0,0,0,0,1,0,0,0,-1,0,0
1002,18,1,1,0,0,0,0,0,0,-1,0,0
1002,19,0,0,0,0,-1,0,1,0,0,0,0
1002,19,0,0,0,0,1,0,-1,0,0,0,0
1002,19,0,0,0,1,-1,0,0,0,0,0,0
1002,19,0,0,0,-1,1,0,0,0,0,0,0
1002,19,0,0,0,1,0,0,-1,0,0,0,0
1002,19,0,0,0,-1,0,0,1,0,0,0,0
1002,19,1,0,0,0,-1,0,0,0,0,1,0
1002,19,0,0,0,0,0,0,-1,0,0,1,0
1002,19,0,0,0,-1,0,0,0,0,0,1,0
1002,19,0,0,0,0,1,0,0,0,0,-1,0
1002,19,0,0,0,0,0,0,1,0,0,-1,0
1002,19,0,0,0,1,0,0,0,0,0,-1,0
1002,20,0,0,0,0,0,0,-1,1,0,0,0
1002,20,0,0,0,0,0,0,1,-1,0,0,0
1002,20,0,0,1,0,0,0,-1,0,0,0,0
1002,20,0,0,-1,0,0,0,1,0,0,0,0
1002,20,0,0,1,0,0,0,0,-1,0,0,0
1002,20,0,0,-1,0,0,0,0,1,0,0,0
1002,20,0,0,0,0,0,0,-1,0,0,0,1
1002,20,1,0,0,0,0,0,0,-1,0,0,1
1002,20,0,0,-1,0,0,0,0,0,0,0,1
1002,20,0,0,0,0,0,0,1,0,0,0,-1
1002,20,0,0,0,0,0,0,0,1,0,0,-1
1002,20,0,0,1,0,0,0,0,0,0,0,-1
1003,1,0,0,0,0,0,-1,0,0,0,0,1
1003,1,0,0,0,0,0,1,0,0,0,0,-1
1003,1,0,0,0,1,0,-1,0,0,0,0,0
1003,1,0,0,0,-1,0,1,0,0,0,0,0
1003,1,0,0,0,1,0,0,0,0,0,0,-1
1003,1,0,0,0,-1,0,0,0,0,0,0,1
1003,1,0,1,0,0,0,-1,0,0,0,0,0
1003,1,0,1,0,0,0,0,0,0,0,0,-1
1003,1,1,1,0,-1,0,0,0,0,0,0,0
1003,1,0,-1,0,0,0,1,0,0,0,0,0
1003,1,0,-1,0,0,0,0,0,0,0,0,1
1003,1,0,-1,0,1,0,0,0,0,0,0,0
